채용글번호,채용글제목,직무타입,직무기술스택,경력,학력,근무형태,필수사항,우대사항,급여,직급/직책,근무일시,근무지역,남은지원기간,기업코드
40129670,"[Druginfo]의약품정보 서비스개발자(모바일 앱, 웹, 프론트엔드)","프론트엔드,모바일",,경력 2~6년,학력무관,정규직,,,회사내규에 따름,,,"(06621) 서울 서초구 서초대로74길 33(서초동, 비트빌)",상시 채용,ajFZdlB1N2Q1elVpRUxpVnYzakhGdz09
39924323,웹개발 및 유지보수,웹,,경력 5~15년,학력무관,정규직,,,회사내규에 따름,,,"(03966) 서울 마포구 성산로 158, 사가시티 2층 한그루(성산동)",상시 채용,K0ZER1hOYlFaOTVYWHdqWmIrV2ZCUT09
39734699,eCRF 웹개발(PHP ASP),백엔드,"php,asp",경력 3~5년,"대졸(2,3년제) 이상",정규직,,,회사내규에 따름,,,"(04784) 서울 성동구 성수이로 66 서울숲 드림타워, 8층(성수동2가)",상시 채용,R1l3cGpkL0VPanRvTFVJTmVHZkpXQT09
39707919,AI 면접 채용 서비스 Back-End 개발자 채용,백엔드,,경력 3~10년,학력무관,정규직,,,회사내규에 따름,,,(04158) 서울 마포구 큰우물로 75 성지빌딩(도화동),상시 채용,Y2RQZW5BdnkwekxIZGlrWEUydmJZZz09
42941842,[바이오사업부문] 각 부문 신입 및 경력사원 모집,기타,,신입·경력,대졸(4년제) 이상,"정규직, 계약직",,,면접 후 결정,,주 5일(월~금),"경기 성남시 수정구, 성남시",4,OGRkSTQ0bklxWG1JZDRzNWNZYnNpQT09
42946970,풀스택 개발 - 의료 빅데이터 IT기업 / IPO 준비,풀스택,,경력 5년 ↑,대졸(4년제) 이상,정규직,,,면접 후 결정,면접 후 결정 / 팀원,주 5일(월~금),(137-070) 서울 서초구 서초동 강남대로47길 20 서울 3호선 양재역에서 800m 이내,채용시 마감,L1lZN2Q0eU9zSWR0Q0tONTlldmRCUT09
40983030,[Java/Phython 개발자 취업 연수 공공데이터/빅데이터/공기업],백엔드,java,무관(신입포함),학력무관,교육생,,,면접 후 결정,면접 후 결정,주 5일(월~금),"서울 강동구, 성동구, 송파구",4,
42911575,오디오 플랫폼 FLO 서비스 기획자 채용,기타,,경력 4년 ↑,학력무관,정규직,,,면접 후 결정,,주 5일(월~금),"서울 서초구, 서울전체",20,cWE0akhvM1BSRWtHS2t6c0V4TlpEUT09
42946833,개발/모바일개발 정규 경력직 채용,모바일,,경력 3년 ↑,학력무관,정규직,,"전공:공학계열,활동/경험:해당직무 근무경험",면접 후 결정,,08:00~17:00,서울 강남구,5,YmdRSGxIUVk2K2pObzZvdEU1K1E5UT09
42948748,㈜엔켐 2022년도 하반기 신입사원 공개채용,기타,,신입,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금) 08:00~17:00,"충남 천안시 동남구, 천안시, 충북 제천시",11,TVZNRXhwUExrTUtUSGpHTVJiR2Y2Zz09
42962514,피피비스튜디오스 2022 상반기 공개채용,기타,,신입·경력,학력무관,"정규직, 계약직",,"활동/경험:해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험,자격/능력:컴퓨터활용능력 우수, 엑셀 고급능력자, 포토샵 능숙자,근무조건:인근거주자",면접 후 결정,부문별 상이,주 5일(월~금),"서울 성동구, 강남구",11,NlZOZEFXUlFYTXFuMkRDQ25XRXkvZz09
42972833,2022 지니언스㈜ 상반기 공개 채용,기타,,신입·경력,학력무관,정규직,,,면접 후 결정,,주 5일(월~금),"경기 안양시, 경기전체, 안양시 동안구",11,cCtDU1B0ZDYxcVJjWkRPdXdXWTA2UT09
42981170,[그리드위즈] 본사 각 부문 신입/경력 채용,기타,,신입·경력,학력무관,정규직,,,면접 후 결정,면접 후 결정,,"경기 성남시, 성남시 분당구",11,dVQveFNncXR2cHRLUWthM3gyVU5wQT09
42981131,[강남본사] 각 부문 신입/경력직 채용,기타,,신입·경력,"대졸(2,3년제) 이상(예정자 가능)","정규직, 계약직",,,,면접 후 결정,주 5일(월~금),"서울 서초구, 서울전체, 강남구, 전국",8,blQ5VUNlUjJoOVBCQVJmNHdrOGNoQT09
42969269,[SK쉴더스] SK하이닉스(이천) 보안시스템/PSIM System운영 경력직 채용,기타,,경력,대졸(4년제) 이상,정규직,,,,,,경기 이천시,오늘 마감,WTZqYityZFcrMHJCYVFtOFJZQzc3UT09
42969331,[SK쉴더스] SK하이닉스(청주) 출입통제시스템 운영 경력직 채용,기타,,경력,대졸(4년제) 이상,정규직,,,,,,충북 청주시,오늘 마감,WTZqYityZFcrMHJCYVFtOFJZQzc3UT09
42930845,[경기/안산/시흥/인천] 국비지원 교육연수생 모집(게임/웹디자인/인테리어/빅데이터 응용SW/웹프로그래머),웹,,신입·경력,고교졸업 이상(예정자 가능),교육생,,,면접 후 결정,,,(15360) 경기 안산시 단원구 고잔2길 45 코스모프라자(고잔동) 수인분당선 중앙역에서 300m 이내,20,dmJPUTdrMjh6c0Y2d0k4RVlDeVBYUT09
42857353,2022년 상반기 개발직군 신입사원 채용,기타,,신입,대졸(4년제) 이상(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(08376) 서울 구로구 디지털로33길 55 이앤씨벤처드림타워2차(구로동) 서울 7호선 남구로역에서 500m 이내,11,c3JYM0lHbzVibThseHpibExWcXMrZz09
43020967,[여의도/신입무관/3240만이상 협의] 유명 외국계기업 IT 채용,기타,,무관(신입포함),대졸(4년제) 이상,파견직,,,"연봉 3,240 만원 (주 40시간)",,08:00~17:00,(07327) 서울 영등포구 여의나루로 지하 40 여의도역 인근(여의도동) 서울 5호선 여의도역에서 100m 이내,1,Wm5sVDd5dlZoQktsUHd1Y0IxYk85UT09
42904128,PHP Back-end 개발자 모집 (경력),백엔드,php,경력 4~10년,학력무관,정규직,,,면접 후 결정,팀원,주 5일(월~금) 10:00~19:00,(06181) 서울 강남구 테헤란로98길 8 KOSMO DAECHI 서울 2호선 삼성역에서 200m 이내,15,b3JBWlQySE1vbHE1eHMvckY3dlhYQT09
43009636,[제이엘케이] 백엔드 개발자 채용(산업기능요원지원가능),백엔드,,신입,학력무관,"정규직, 병역특례",,,면접 후 결정,,주 5일(월~금) 09:00~18:00,(06141) 서울 강남구 테헤란로33길 5 JLK 타워(역삼동) 서울 2호선 역삼역에서 500m 이내,59,dGJHczlpN0NvYWNkaEhUbGRXZXdKUT09
42834786,[패스오더]급성장중인 스타트업 '프로덕트매니저(PM)'를 찾아요.,기타,,경력 3~10년,학력무관,"정규직, 계약직",,활동/경험:해당직무 근무경험,면접 후 결정,"팀원, 매니저",09:30~18:30,"(06180) 서울 강남구 영동대로85길 34, 6층(대치동) 서울 2호선 삼성역에서 300m 이내",상시 채용,ekJOVENHa0p0TzdoaTVQVHVpY3Vydz09
42789782,2022년 java/.NET/C# 프로그램 개발자를 모집합니다.,"백엔드,기타","java,c#",무관(신입포함),학력무관,정규직,,"보유역량:고용촉진장려금 대상,활동/경험:해당직무 인턴경력, 해당직무 근무경험,자격/능력:컴퓨터활용능력 우수",면접 후 결정,,주 5일(월~금) 09:00~18:00,"(10495) 경기 고양시 덕양구 중앙로 560, 5층 501-5호",상시 채용,b3F2ankxeHQ5RWhPVDA5aVAremp5Zz09
42789235,[정규직] Web(JAVA) 응용소프트웨어 개발자 채용,백엔드,java,무관(신입포함),학력무관,정규직,,"보유역량:고용촉진장려금 대상,활동/경험:해당직무 인턴경력, 해당직무 근무경험,자격/능력:컴퓨터활용능력 우수,기타:고양시 지역주도형사업 대상자","연봉 2,520 만원 (주 40시간)",,주 5일(월~금) 09:00~18:00,"(10495) 경기 고양시 덕양구 중앙로 560, 5층 501-505호",상시 채용,b3F2ankxeHQ5RWhPVDA5aVAremp5Zz09
42969732,[SK그룹 계열사 ㈜더비즈] 각 부문별 경력 채용,기타,,경력,학력무관,정규직,,,면접 후 결정,,,"서울 서초구, 서울전체",20,MjRwc25uUFF4d2VBNzg4MDhZWStjQT09
42904638,2022년 ㈜신시웨이 스마트플랫폼팀 채용,기타,,경력,대졸(4년제) 이상,정규직,,,면접 후 결정,팀원,주 5일(월~금),"서울 송파구, 서울전체",9,RFlvakZPNkV0RXpLV3pmZVo2YnRpQT09
43011168,2022 부산/경남 벤처기업 공동채용 공고,기타,,신입·경력,학력무관,정규직,,,,면접 후 결정,,"부산 사상구, 강서구, 금정구, 부산진구, 북구, 서구, 연제구, 영도구, 해운대구, 경남 김해시",20,Q3VydkJMS3ZGWHh2dEZMYzFvT2tpQT09
43023237,[신입/경력] 백엔드 개발자 채용,백엔드,,신입·경력(년수무관),대졸(4년제) 이상,"정규직, 계약직",,,면접 후 결정,,주 5일(월~금),(07325) 서울 영등포구 국제금융로2길 32 여의도파이낸스타워(여의도동) 서울 5호선 여의도역에서 300m 이내,30,ZmYxbk5TQUIyTmpodWxxN0FmNys0Zz09
42951368,[세탁특공대] 웹기반 도구 및 백오피스 엔지니어,웹,,경력 1년 ↑,학력무관,정규직,,,면접 후 결정,,,(06611) 서울 서초구 서초대로77길 55 에이프로 스퀘어 8층(서초동) 서울 9호선 신논현역에서 500m 이내,19,R0RJRTJ4eGdPV3c4L2dpOHIzZHlhZz09
42683784,(주)원방테크 부문별 신입 및 경력사원 채용,기타,,신입·경력 1년 ↑,고교졸업 이상,"정규직, 계약직",,,면접 후 결정,면접 후 결정,,(06349) 서울 강남구 광평로51길 6-23 원방빌딩 7층(수서동) 서울 3호선 수서역에서 300m 이내,60,NE1QaVdKMFBRSnFoREF6cXNpTysyQT09
42922983,2022년 블루버드 신입 공채,기타,,신입,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),"서울 강남구, 서울전체, 경기 성남시, 성남시 중원구",2,Z2tGWkt4RnpWaUZVOG1rQkZ6cEFtUT09
42971571,[SYNERGY INC / 강남역 인근] 2022년 각 분야별 경력직 채용,기타,,경력,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),"서울 강남구, 서초구, 송파구",20,RnlRd011Wk5vWVJoTm11ZXlBNmkvZz09
42972290,각 부문별 경력사원 모집,기타,,경력,학력무관,"정규직, 계약직",,"보유역량:국가유공자, 장애인우대, 취업보호대상자",면접 후 결정,면접 후 결정,,"서울 강남구, 서울전체, 서초구",4,
42951189,[세탁특공대] 워크플로우 엔지니어,기타,,경력 3년 ↑,학력무관,정규직,,,면접 후 결정,,,(06611) 서울 서초구 서초대로77길 55 에이프로 스퀘어 8층(서초동) 서울 9호선 신논현역에서 500m 이내,19,R0RJRTJ4eGdPV3c4L2dpOHIzZHlhZz09
42347369,[SK그룹] FSK L&S 물류 IT 개발자 채용,기타,,경력 1~15년,"대졸(2,3년제) 이상",정규직,,,,,,"경기전체, 경기 성남시 분당구",20,bzVwR2hpbWhCVzRoeU9ScCtGd3VvZz09
43022987,[롯데정보통신] 스마트컨트랙트 개발,기타,,경력 2~10년,대졸(4년제) 이상,정규직,,,면접 후 결정,,,"서울전체, 서울 금천구",12,MUFqUVhjZXlEZWQ5cXNWNzUrcHc3Zz09
42884327,[외국계금융/영어or일본어] IT개발자 정규직 채용,기타,,경력 4년 ↑,대졸(4년제) 이상,정규직,,"외국어 능력:영어가능자, 일본어 가능자,활동/경험:해당직무 인턴경력,자격/능력:컴퓨터활용능력 우수",면접 후 결정,,주 5일(월~금) 09:00~18:00,(04533) 서울 중구 을지로 지하 42 을지로입구역 2호선(을지로1가) 서울 2호선 을지로입구역에서 100m 이내,채용시 마감,eGk1Y2lpcWZ1d0JYTndINTh1Vk8rdz09
42889956,[휴레이] iOS 개발자,모바일,ios,경력 3~15년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",20,VE5tT1hrSUdubnA2c25jRW9JRkNzQT09
42889898,[휴레이] 안드로이드 개발자,기타,,경력 3~15년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",20,VE5tT1hrSUdubnA2c25jRW9JRkNzQT09
42876835,[휴레이] 자바 백엔드 개발자 (Java Backend Engineer),백엔드,"java,자바",경력 3~15년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",20,VE5tT1hrSUdubnA2c25jRW9JRkNzQT09
43006862,자금/마케팅(AM)/IT개발/영업(ETC) 각 부분별 신입/경력 채용,기타,,신입·경력,고교졸업 이상,정규직,,,면접 후 결정,,,"경기 성남시 중원구, 경기전체, 서울전체, 강원전체, 경남전체, 경북전체, 전남전체, 전북전체",4,c2sxOXZ3aTNRNU9IY1Q5bkhZY0hhUT09
43000900,[펜타시큐리티] 보안제품 어플리케이션 개발자 모집,기타,,신입·경력,학력무관,"정규직, 계약직",,,면접 후 결정,면접 후 결정,주 5일(월~금),서울 영등포구,9,dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09
43000855,[펜타시큐리티] 보안제품 프론트엔드 개발자 모집,프론트엔드,,신입·경력,학력무관,"정규직, 계약직",,,면접 후 결정,면접 후 결정,주 5일(월~금),서울 영등포구,9,dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09
43000920,[펜타시큐리티] 보안제품 암호라이브러리 개발자 모집,기타,,신입·경력,학력무관,"정규직, 계약직",,,면접 후 결정,면접 후 결정,주 5일(월~금),서울 영등포구,9,dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09
42773432,[국비무료 취업교육]자바&파이썬 기반 인공지능 응용SW  및 웹개발자 양성 연수생 모집,"백엔드,기타","자바,인공지능",무관,학력무관,교육생,,,면접 후 결정,,,"서울전체, 경기전체, 인천전체",20,
42950285,[글로벌 아웃소싱기업] 플랫폼 사업 관련 개발자,기타,,경력 1~10년,대졸(4년제) 이상,정규직,,,면접 후 결정,"사원, 주임, 대리",주 5일(월~금) 09:00~18:00,(07320) 서울 영등포구 여의대로 .(여의도동) 서울 5호선 여의도역에서 500m 이내,채용시 마감,Ny9kZ3lmeXlIMzU0RWNGMGNzdGsyZz09
43022174,[K-IDs 판교]  업무관리 시스템  [운영],기타,,경력(년수무관),학력무관,프리랜서,,,면접 후 결정,,주 5일(월~금),(13536) 경기 성남시 분당구 판교역로 6(백현동) 수인분당선 수내역에서 800m 이내,30,
43018470,[한국금거래소디지털에셋] 정규직 채용,기타,,경력,학력무관,"정규직, 계약직, 프리랜서",,,면접 후 결정,,09:00~18:00,서울 종로구,13,NTZsSlczSzJsM29CcXJFRWFTNEc5UT09
42064997,[협업툴 플로우] 시니어 개발자 모집중 (5년 이상),기타,,경력 5~7년,대졸(4년제) 이상,정규직,,,면접 후 결정,,,"서울전체, 서울 영등포구",20,c2tPclF2cnJ3eUN3NXZzUnJjbjNQZz09
42923998,모바일 카메라 화질 설계 신입/경력 엔지니어 채용,모바일,,무관,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,"경기 용인시, 광주시, 성남시, 수원시, 오산시",8,a0dGSVcvVkxBSEpOMnA1cDB6UnkyUT09
42979224,ASE KOREA 각 부문 신입/경력모집,기타,,신입·경력,고교졸업 이상,정규직,,,면접 후 결정,,,경기 파주시,8,dGtrZ1NOcUN6L3FqbXN5R3pSSXc4Zz09
42926398,"금융 SI/SM 신입/경력 정규직 개발자 채용(Java, Python)",백엔드,java,신입·경력,학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 09:00~18:00,"경기 하남시, 경기전체, 서울전체",20,eVdlSythUUUzUzRyc2c0bEFmbGc4dz09
43017771,[VNTG] 백엔드 개발자 (5-10년),백엔드,,경력 5~10년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 마포구",상시 채용,WG9JbHQ1VU5GK3R3SHpGcnpRK0FRQT09
43021404,DS부문 System LSI사업부 `Modem` 설계/SW 개발자 모집,기타,,경력 4년 ↑,대졸(4년제) 이상,정규직,,,,,,경기 화성시,18,UjVaSHBEcTFsdFUzQ3F4dDFTeXVKZz09
42964614,[구로항동/정규직] 게임플랫폼 운영기획 / 컨텐츠 영어번역 채용공고,기타,,신입·경력,학력무관,정규직,,,,,,"서울 구로구, 서울전체, 강서구, 금천구, 경기 광명시, 부천시, 시흥시, 인천전체",6,TnRoVlVTUmhTWVM5RWo4NHE4c0loZz09
42956185,[VNTG] Process Computer 구축 및 운영 담당자 (군산/창녕 근무),기타,,무관(신입포함),학력무관,정규직,,,면접 후 결정,,주 5일(월~금) 08:30~17:30,(54007) 전북 군산시 외항로 522 (주)세아베스틸(소룡동),22,WG9JbHQ1VU5GK3R3SHpGcnpRK0FRQT09
43021348,[쟁글] 백엔드 개발자,백엔드,,경력 3~10년,"대졸(2,3년제) 이상",정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",상시 채용,M3dZSHk4S1BQZXdJMnVUY2JEdWkvQT09
42786193,"티맥스 그룹 채용연계(DATA, 소프트웨어 프로그램개발 무료교육)",기타,,무관(신입포함),학력무관(예정자 가능),교육생,,,면접 후 결정,면접 후 결정,,"서울전체, 경기전체, 충남전체",16,aUl0RVg5d0FHZzNLZjhzazVudDF5Zz09
43021237,IT팀 리더,기타,,경력 10~15년,대졸(4년제) 이상,정규직,,,면접 후 결정,,,"서울전체, 서울 영등포구",상시 채용,cEtjdmRPeDlYK21VQzhZdEJlTVZEUT09
42713377,[엑셈/주30시간] 클라우드파트 백엔드 개발자 (경력2년이상),백엔드,,경력 2~10년,학력무관(예정자 가능),정규직,,,면접 후 결정,,,"서울전체, 서울 강서구",상시 채용,UzJldGtZVFZnUVcvN2pUaitXN1h1UT09
43009912,Java/Spring 웹프로그래머 채용 (개발자),백엔드,"java,spring",경력 4~7년,"대졸(2,3년제) 이상",정규직,,,면접 후 결정,,,"서울전체, 서울 송파구",상시 채용,Rk5LZVp3U3B5VDFrRmFkMDFHaUtUZz09
43021035,에릭슨엘지 엔터프라이즈 iPECS 개발자 채용,기타,,경력 2~8년,대졸(4년제) 이상,정규직,,,면접 후 결정,,주 5일(월~금),(08503) 서울 금천구 가산디지털1로 189 (주)LG 가산 디지털센터(가산동) 서울 1호선 가산디지털단지역에서 300m 이내,채용시 마감,emZsWUNnM2VRMEdEeWRsaTQ5RnV3dz09
42295775,[주 4일제 근무] 캐플릭스(제주패스) 부문별 경력 / 신입 채용,기타,,신입·경력,학력무관,정규직,,,면접 후 결정,,,"제주 제주시, 서울 마포구",20,cmF5aWZSYWM2VUc3dlM1bmh3eDh1Zz09
42930596,사세 확장에 따른 디지털 헬스케어 신사업 인력 모집,기타,,경력,학력무관,정규직,,,면접 후 결정,,주 5일(월~금),"서울 종로구, 중구",2,aTc4TEdpWEJtT1lRTG5weXU0QWJoUT09
42964203,스마트팩토리 솔루션 각 부문별 정규직 채용 (경력직 공채),기타,,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직,,전공:공학계열,면접 후 결정,부문별 상이,주 5일(월~금) 09:00~18:00,(22007) 인천 연수구 인천타워대로 323 송도 센트로드 B동 501호(송도동) 인천 1호선 국제업무지구역에서 100m 이내,11,c0xiSFBwcTFhWDVZcGpSczc5eTg5dz09
43020828,"Web, java 개발 경력자 채용",백엔드,java,경력 3~10년,학력무관,정규직,,,면접 후 결정,,,"서울전체, 서울 중구",20,dHdIOGNNc2NMc3o5VFlBYTJ3MzFjdz09
43020665,[GC지놈] LIMS(전산)팀 팀원 채용(GC녹십자계열사),기타,,무관(신입포함),대졸(4년제) 이상(예정자 가능),정규직,,,면접 후 결정,,주 5일(월~금) 08:30~17:30,(446-913) 경기 용인시 기흥구 보정동 314번지 신분당선 수지구청역에서 800m 이내,7,T2pOODlnTWc2ODhUMXhiemQ0QTFsdz09
42997151,[useB.] Senior Backend Developer 모집,백엔드,,경력 5~7년,학력무관,정규직,,,회사내규에 따름,,,"서울전체, 서울 강남구",상시 채용,bU0rY0VjcUR6emdIVGk4TUpveEtIdz09
42931150,"신입, 경력 개발자 채용 공고 (제주대)",기타,,무관(신입포함),학력무관(예정자 가능),정규직,,"전공:컴퓨터/시스템공학,자격증:정보처리기사,자격/능력:통계분석능숙자, 컴퓨터활용능력 우수,활동/경험:해당직무 근무경험",면접 후 결정,,주 5일(월~금) 09:00~18:00,(63243) 제주 제주시 제주대학로 102 제주대학교 제주해양과학대학 1호관 5421호,48,UU9lYS9wWmk2M1JxeDNQNmdqYWpKdz09
